,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
461,461,male,group C,associate's degree,standard,none,77,76,72,225,P
462,462,female,group C,associate's degree,free/reduced,none,54,66,72,192,P
463,463,female,group B,master's degree,standard,none,75,89,89,253,P
464,464,female,group E,master's degree,standard,none,81,88,91,260,P
465,465,male,group B,bachelor's degree,free/reduced,none,80,50,54,184,P
466,466,male,group B,associate's degree,standard,completed,63,61,69,193,P
467,467,female,group C,some college,free/reduced,completed,68,79,83,230,P
468,468,male,group D,some high school,standard,none,91,80,74,245,P
469,469,male,group E,bachelor's degree,standard,completed,81,63,57,201,P
470,470,male,group C,high school,standard,none,72,59,49,180,P
471,471,female,group A,associate's degree,free/reduced,none,71,79,70,220,P
472,472,male,group E,some college,standard,none,65,52,48,165,P
473,473,male,group B,associate's degree,standard,none,52,39,45,136,F
474,474,male,group D,some college,standard,none,90,74,74,238,P
475,475,male,group B,high school,standard,none,62,61,59,182,P
476,476,female,group D,high school,standard,none,75,82,82,239,P
477,477,male,group B,some college,free/reduced,none,78,70,72,220,P
478,478,male,group A,bachelor's degree,free/reduced,completed,48,65,63,176,P
479,479,female,group D,some college,free/reduced,completed,58,63,70,191,P
480,480,male,group D,some high school,standard,none,53,52,45,150,P
481,481,male,group D,some college,standard,none,64,60,61,185,P
482,482,male,group C,associate's degree,standard,completed,66,73,71,210,P
483,483,male,group C,master's degree,standard,none,68,62,63,193,P
484,484,female,group C,some college,standard,none,56,62,68,186,P
485,485,female,group D,some college,standard,completed,79,81,97,257,P
486,486,female,group C,some college,standard,none,57,71,63,191,P
487,487,female,group D,associate's degree,standard,none,72,83,88,243,P
488,488,male,group A,associate's degree,standard,none,53,54,46,153,P
489,489,male,group D,some college,standard,none,86,65,75,226,P
490,490,female,group B,associate's degree,standard,completed,62,88,95,245,P
491,491,male,group C,high school,standard,none,85,78,64,227,P
492,492,male,group D,master's degree,standard,none,100,80,83,263,P
493,493,female,group C,high school,free/reduced,none,41,66,60,167,P
494,494,male,group C,high school,standard,completed,55,56,57,168,P
495,495,female,group B,some college,standard,none,85,85,90,260,P
496,496,female,group C,some college,free/reduced,none,63,63,64,190,P
497,497,male,group C,associate's degree,standard,none,50,59,47,156,P
498,498,male,group B,high school,standard,none,49,54,55,158,P
499,499,male,group C,associate's degree,free/reduced,completed,53,50,56,159,P
500,500,male,group C,associate's degree,free/reduced,completed,42,46,51,139,P
501,501,female,group E,master's degree,standard,none,82,93,93,268,P
502,502,male,group B,bachelor's degree,free/reduced,none,64,68,55,187,P
503,503,female,group C,associate's degree,standard,completed,62,83,81,226,P
504,504,female,group C,high school,standard,none,63,70,67,200,P
505,505,female,group E,associate's degree,free/reduced,completed,66,68,66,200,P
506,506,male,group C,associate's degree,standard,completed,89,79,82,250,P
507,507,male,group C,high school,standard,completed,69,69,71,209,P
508,508,female,group B,some high school,free/reduced,none,63,80,76,219,P
509,509,male,group C,high school,free/reduced,none,62,63,52,177,P
510,510,female,group C,associate's degree,standard,none,82,82,96,260,P
511,511,female,group C,some college,free/reduced,none,54,69,57,180,P
512,512,male,group D,high school,free/reduced,none,38,48,46,132,F
513,513,male,group C,some high school,standard,completed,70,56,47,173,P
514,514,male,group D,bachelor's degree,standard,none,79,74,69,222,P
515,515,female,group B,high school,standard,completed,68,92,77,237,P
516,516,male,group C,master's degree,free/reduced,completed,47,41,44,132,P
517,517,female,group E,master's degree,free/reduced,none,48,64,50,162,P
518,518,male,group C,associate's degree,standard,completed,94,93,95,282,P
519,519,female,group D,associate's degree,free/reduced,none,55,66,63,184,P
520,520,male,group E,some college,standard,none,76,70,69,215,P
521,521,female,group B,associate's degree,free/reduced,none,50,66,65,181,P
522,522,female,group B,high school,standard,none,59,58,61,178,P
523,523,female,group C,high school,free/reduced,none,31,40,41,112,F
524,524,female,group D,some college,free/reduced,none,76,83,80,239,P
525,525,male,group A,associate's degree,standard,none,56,50,39,145,F
526,526,male,group A,some high school,standard,none,55,47,36,138,F
527,527,female,group C,some college,free/reduced,completed,39,60,67,166,F
528,528,female,group B,master's degree,free/reduced,completed,72,99,92,263,P
529,529,female,group D,some college,free/reduced,none,59,73,64,196,P
530,530,male,group D,high school,standard,none,74,78,72,224,P
531,531,female,group C,high school,standard,none,73,76,81,230,P
532,532,female,group B,associate's degree,free/reduced,completed,74,92,83,249,P
533,533,female,group A,some high school,free/reduced,none,58,74,65,197,P
534,534,male,group B,high school,standard,none,61,49,52,162,P
535,535,female,group B,high school,standard,none,45,56,49,150,P
536,536,female,group B,bachelor's degree,standard,none,65,85,78,228,P
537,537,female,group C,high school,standard,none,48,61,48,157,P
538,538,male,group B,some college,standard,completed,70,73,67,210,P
539,539,female,group E,some high school,free/reduced,none,29,33,39,101,F
540,540,female,group C,some high school,standard,completed,56,50,62,168,P
541,541,female,group A,some high school,free/reduced,none,54,41,46,141,P
542,542,male,group C,master's degree,standard,none,88,74,74,236,P
543,543,female,group D,some high school,standard,completed,61,67,72,200,P
544,544,male,group B,some high school,standard,completed,60,50,50,160,P
545,545,male,group C,bachelor's degree,standard,completed,88,88,88,264,P
546,546,male,group E,associate's degree,standard,completed,91,88,88,267,P
547,547,female,group C,associate's degree,standard,completed,63,74,74,211,P
548,548,female,group D,some high school,standard,completed,67,80,80,227,P
549,549,male,group B,some high school,standard,completed,72,61,60,193,P
550,550,female,group B,some high school,standard,none,75,79,74,228,P
551,551,male,group B,some college,standard,none,71,63,70,204,P
552,552,male,group D,associate's degree,standard,completed,65,68,63,196,P
553,553,female,group B,associate's degree,standard,none,53,71,72,196,P
554,554,male,group D,some college,free/reduced,none,64,60,62,186,P
555,555,female,group D,some college,standard,none,65,65,62,192,P
556,556,male,group A,bachelor's degree,standard,none,70,73,61,204,P
557,557,female,group D,master's degree,standard,none,61,59,61,181,P
558,558,male,group C,high school,free/reduced,completed,61,54,55,170,P
559,559,male,group C,associate's degree,free/reduced,none,86,70,72,228,P
560,560,male,group E,some college,free/reduced,none,101,88,85,274,P
561,561,female,group D,some college,standard,completed,74,74,76,224,P
562,562,female,group E,some college,standard,completed,86,89,92,267,P
563,563,male,group D,master's degree,standard,none,82,79,77,238,P
564,564,female,group D,some college,free/reduced,none,53,71,68,192,P
565,565,female,group E,some college,standard,completed,58,68,72,198,P
566,566,female,group C,associate's degree,free/reduced,none,54,62,59,175,P
567,567,female,group E,some college,standard,completed,71,76,75,222,P
568,568,female,group B,associate's degree,free/reduced,none,51,64,63,178,P
569,569,female,group E,associate's degree,free/reduced,completed,54,60,74,188,P
570,570,male,group C,some college,standard,none,75,81,56,212,P
571,571,male,group C,high school,standard,none,73,71,70,214,P
572,572,male,group B,bachelor's degree,free/reduced,none,44,49,50,143,P
573,573,female,group A,associate's degree,standard,none,82,87,94,263,P
574,574,female,group B,some high school,standard,none,69,61,67,197,P
575,575,female,group E,some college,free/reduced,none,55,61,59,175,P
576,576,female,group D,master's degree,free/reduced,completed,82,101,101,284,P
577,577,female,group B,high school,free/reduced,none,51,71,71,193,P
578,578,female,group C,high school,standard,none,70,76,81,227,P
579,579,female,group B,high school,free/reduced,completed,66,87,86,239,P
580,580,male,group C,some college,standard,none,95,83,76,254,P
581,581,female,group D,associate's degree,free/reduced,none,42,51,51,144,P
582,582,female,group C,associate's degree,standard,completed,52,73,72,197,P
583,583,male,group D,associate's degree,standard,completed,82,68,69,219,P
584,584,female,group D,some college,standard,completed,74,84,98,256,P
585,585,female,group C,some high school,standard,completed,66,75,76,217,P
586,586,female,group B,high school,free/reduced,completed,69,80,72,221,P
587,587,female,group B,high school,standard,none,58,63,53,174,P
588,588,female,group C,associate's degree,standard,none,77,85,77,239,P
589,589,male,group B,some high school,standard,completed,52,58,44,154,P
590,590,female,group B,high school,standard,completed,60,83,78,221,P
591,591,female,group B,high school,standard,none,57,73,62,192,P
592,592,female,group B,associate's degree,standard,completed,63,82,85,230,P
593,593,female,group B,associate's degree,standard,none,73,88,70,231,P
594,594,female,group C,some college,free/reduced,completed,64,81,89,234,P
595,595,female,group C,some college,standard,completed,91,84,96,271,P
596,596,female,group B,some high school,free/reduced,completed,53,58,73,184,P
597,597,female,group C,associate's degree,standard,completed,59,73,75,207,P
598,598,female,group D,some high school,standard,none,71,68,73,212,P
599,599,male,group D,some high school,standard,none,74,67,58,199,P
600,600,male,group D,some high school,standard,completed,75,74,84,233,P
601,601,male,group C,associate's degree,standard,none,73,72,68,213,P
602,602,male,group D,bachelor's degree,standard,none,63,50,64,177,P
603,603,male,group C,high school,standard,none,69,69,66,204,P
604,604,male,group C,some high school,standard,completed,75,72,67,214,P
605,605,female,group C,master's degree,standard,none,80,79,74,233,P
606,606,male,group D,associate's degree,standard,none,81,83,70,234,P
607,607,female,group B,bachelor's degree,standard,completed,73,80,78,231,P
608,608,male,group D,high school,free/reduced,none,43,47,47,137,P
609,609,female,group B,associate's degree,standard,none,55,56,73,184,P
610,610,female,group D,high school,standard,none,69,76,76,221,P
611,611,male,group B,some high school,free/reduced,completed,46,54,53,153,P
612,612,male,group C,high school,standard,none,61,74,59,194,P
613,613,male,group D,bachelor's degree,standard,completed,72,58,74,204,P
614,614,male,group C,some college,free/reduced,none,55,55,56,166,P
615,615,female,group B,bachelor's degree,standard,none,101,97,102,300,P
616,616,female,group D,some college,standard,completed,82,88,95,265,P
617,617,male,group D,some high school,free/reduced,completed,61,58,49,168,P
618,618,male,group B,high school,standard,none,61,49,55,165,P
619,619,female,group D,some college,standard,none,102,103,103,308,P
620,620,female,group A,bachelor's degree,standard,none,36,63,56,155,F
621,621,female,group B,associate's degree,standard,completed,91,88,89,268,P
622,622,female,group B,some college,standard,none,24,30,24,78,F
623,623,female,group B,high school,free/reduced,none,54,66,59,179,P
624,624,male,group D,bachelor's degree,standard,none,54,55,42,151,P
625,625,male,group B,associate's degree,standard,none,92,80,84,256,P
626,626,male,group C,bachelor's degree,standard,completed,87,82,73,242,P
627,627,female,group C,some high school,free/reduced,completed,66,86,84,236,P
628,628,female,group C,some high school,standard,none,66,73,83,222,P
629,629,female,group E,associate's degree,standard,completed,88,108,95,291,P
630,630,female,group B,bachelor's degree,free/reduced,none,76,82,89,247,P
631,631,male,group B,high school,standard,none,86,92,76,254,P
632,632,male,group E,high school,standard,none,70,64,64,198,P
633,633,female,group E,high school,standard,completed,66,82,84,232,P
634,634,female,group D,associate's degree,standard,completed,66,86,82,234,P
635,635,male,group C,high school,standard,completed,57,48,51,156,P
636,636,male,group D,master's degree,standard,none,91,85,84,260,P
637,637,female,group D,some high school,free/reduced,completed,41,67,60,168,P
638,638,female,group C,some college,standard,completed,57,76,77,210,P
639,639,male,group C,associate's degree,standard,none,92,83,96,271,P
640,640,male,group C,associate's degree,standard,none,82,71,81,234,P
641,641,male,group D,some high school,standard,none,55,51,51,157,P
642,642,male,group A,associate's degree,standard,none,57,56,61,174,P
643,643,male,group A,high school,standard,none,69,73,60,202,P
644,644,female,group B,high school,free/reduced,completed,25,48,41,114,F
