,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
579,female,group B,high school,free/reduced,completed,66,87,86
580,male,group C,some college,standard,none,95,83,76
581,female,group D,associate's degree,free/reduced,none,42,51,51
582,female,group C,associate's degree,standard,completed,52,73,72
583,male,group D,associate's degree,standard,completed,82,68,69
584,female,group D,some college,standard,completed,74,84,98
585,female,group C,some high school,standard,completed,66,75,76
586,female,group B,high school,free/reduced,completed,69,80,72
587,female,group B,high school,standard,none,58,63,53
588,female,group C,associate's degree,standard,none,77,85,77
589,male,group B,some high school,standard,completed,52,58,44
590,female,group B,high school,standard,completed,60,83,78
591,female,group B,high school,standard,none,57,73,62
592,female,group B,associate's degree,standard,completed,63,82,85
593,female,group B,associate's degree,standard,none,73,88,70
594,female,group C,some college,free/reduced,completed,64,81,89
595,female,group C,some college,standard,completed,91,84,96
596,female,group B,some high school,free/reduced,completed,53,58,73
597,female,group C,associate's degree,standard,completed,59,73,75
598,female,group D,some high school,standard,none,71,68,73
599,male,group D,some high school,standard,none,74,67,58
600,male,group D,some high school,standard,completed,75,74,84
601,male,group C,associate's degree,standard,none,73,72,68
602,male,group D,bachelor's degree,standard,none,63,50,64
603,male,group C,high school,standard,none,69,69,66
604,male,group C,some high school,standard,completed,75,72,67
605,female,group C,master's degree,standard,none,80,79,74
606,male,group D,associate's degree,standard,none,81,83,70
607,female,group B,bachelor's degree,standard,completed,73,80,78
608,male,group D,high school,free/reduced,none,43,47,47
609,female,group B,associate's degree,standard,none,55,56,73
610,female,group D,high school,standard,none,69,76,76
611,male,group B,some high school,free/reduced,completed,46,54,53
612,male,group C,high school,standard,none,61,74,59
613,male,group D,bachelor's degree,standard,completed,72,58,74
614,male,group C,some college,free/reduced,none,55,55,56
615,female,group B,bachelor's degree,standard,none,101,97,102
616,female,group D,some college,standard,completed,82,88,95
617,male,group D,some high school,free/reduced,completed,61,58,49
618,male,group B,high school,standard,none,61,49,55
619,female,group D,some college,standard,none,102,103,103
620,female,group A,bachelor's degree,standard,none,36,63,56
621,female,group B,associate's degree,standard,completed,91,88,89
622,female,group B,some college,standard,none,24,30,24
623,female,group B,high school,free/reduced,none,54,66,59
624,male,group D,bachelor's degree,standard,none,54,55,42
625,male,group B,associate's degree,standard,none,92,80,84
626,male,group C,bachelor's degree,standard,completed,87,82,73
627,female,group C,some high school,free/reduced,completed,66,86,84
628,female,group C,some high school,standard,none,66,73,83
629,female,group E,associate's degree,standard,completed,88,108,95
630,female,group B,bachelor's degree,free/reduced,none,76,82,89
631,male,group B,high school,standard,none,86,92,76
632,male,group E,high school,standard,none,70,64,64
633,female,group E,high school,standard,completed,66,82,84
634,female,group D,associate's degree,standard,completed,66,86,82
635,male,group C,high school,standard,completed,57,48,51
636,male,group D,master's degree,standard,none,91,85,84
637,female,group D,some high school,free/reduced,completed,41,67,60
638,female,group C,some college,standard,completed,57,76,77
639,male,group C,associate's degree,standard,none,92,83,96
640,male,group C,associate's degree,standard,none,82,71,81
641,male,group D,some high school,standard,none,55,51,51
642,male,group A,associate's degree,standard,none,57,56,61
643,male,group A,high school,standard,none,69,73,60
644,female,group B,high school,free/reduced,completed,25,48,41
645,female,group C,bachelor's degree,free/reduced,none,74,68,72
646,female,group B,associate's degree,free/reduced,none,41,66,50
647,female,group B,associate's degree,standard,completed,65,84,85
648,male,group E,associate's degree,standard,none,71,57,66
649,female,group B,bachelor's degree,standard,completed,68,85,78
650,male,group D,some college,standard,none,85,66,77
651,female,group C,some college,standard,completed,74,61,73
652,female,group E,some college,standard,none,58,59,64
653,male,group C,some college,standard,none,92,77,85
654,male,group C,some high school,free/reduced,none,61,68,71
655,female,group C,bachelor's degree,free/reduced,none,47,67,61
656,female,group B,some high school,standard,none,75,94,80
657,male,group C,some college,standard,none,74,63,69
658,female,group C,some college,standard,none,61,54,70
659,male,group A,some college,free/reduced,completed,81,81,80
660,male,group D,high school,free/reduced,none,60,71,68
661,female,group D,high school,standard,none,42,55,56
662,male,group D,high school,standard,none,66,52,55
663,female,group E,associate's degree,standard,completed,79,81,94
664,female,group E,some college,standard,none,76,76,74
665,male,group E,master's degree,standard,none,84,84,89
666,male,group E,some high school,free/reduced,completed,73,83,72
667,male,group C,some college,standard,none,75,78,70
668,male,group B,bachelor's degree,free/reduced,completed,93,80,88
669,male,group E,some college,standard,none,86,77,66
670,female,group C,some college,standard,none,66,73,64
671,male,group B,master's degree,free/reduced,none,48,48,58
672,male,group B,master's degree,free/reduced,none,58,46,50
673,female,group B,associate's degree,standard,none,50,57,62
674,male,group C,master's degree,standard,completed,89,78,91
675,female,group B,some high school,free/reduced,completed,73,88,91
676,male,group B,high school,standard,none,64,63,40
677,female,group D,associate's degree,free/reduced,completed,79,94,86
678,female,group A,some high school,standard,none,72,76,79
679,male,group A,high school,free/reduced,none,49,59,44
680,female,group C,some college,standard,completed,83,92,98
681,male,group D,some high school,free/reduced,completed,54,53,59
682,male,group D,some college,standard,none,86,71,78
683,female,group C,bachelor's degree,free/reduced,none,64,86,78
684,male,group A,high school,standard,none,69,72,60
685,male,group D,some college,standard,none,81,61,66
686,male,group B,some high school,standard,completed,61,55,59
687,female,group B,associate's degree,standard,completed,91,85,94
688,male,group E,some college,standard,none,84,62,66
689,male,group A,some high school,standard,completed,39,40,41
690,male,group E,high school,free/reduced,none,56,58,50
691,female,group E,some college,standard,completed,65,82,78
692,male,group B,some college,free/reduced,none,39,53,41
693,female,group E,some college,standard,none,74,72,71
694,male,group A,some college,free/reduced,none,71,88,69
695,male,group E,associate's degree,free/reduced,none,91,95,91
696,female,group C,bachelor's degree,standard,none,76,94,96
697,male,group E,some high school,free/reduced,completed,80,73,72
698,male,group A,associate's degree,standard,completed,98,84,92
699,female,group E,associate's degree,free/reduced,none,78,70,77
700,male,group A,bachelor's degree,standard,completed,81,77,81
701,female,group D,some college,standard,none,70,73,75
702,male,group D,some high school,standard,completed,78,67,68
703,female,group C,bachelor's degree,free/reduced,completed,42,50,55
704,female,group B,high school,free/reduced,none,44,66,42
705,female,group C,high school,standard,completed,65,62,74
706,male,group D,bachelor's degree,standard,none,74,68,78
707,female,group C,some high school,free/reduced,completed,64,69,76
708,male,group E,some college,free/reduced,completed,51,52,58
709,female,group C,associate's degree,standard,none,46,53,63
710,male,group C,high school,standard,none,71,87,76
711,male,group D,high school,standard,none,52,48,53
712,male,group E,bachelor's degree,standard,none,72,72,66
713,female,group B,some high school,standard,none,38,41,39
714,female,group C,some high school,standard,completed,69,85,84
715,male,group B,high school,standard,none,50,53,45
716,female,group D,high school,standard,completed,53,59,65
717,female,group D,some college,free/reduced,completed,68,85,86
718,female,group A,some college,free/reduced,none,42,71,63
719,female,group C,bachelor's degree,standard,none,85,93,100
720,female,group D,some college,standard,none,86,94,85
721,female,group C,associate's degree,free/reduced,none,46,61,56
722,female,group A,some high school,free/reduced,none,36,39,41
723,male,group C,some college,standard,none,47,43,43
724,female,group C,some high school,standard,completed,67,67,81
725,male,group E,associate's degree,free/reduced,completed,40,42,39
726,female,group C,high school,standard,none,71,84,87
727,female,group C,associate's degree,standard,none,68,79,78
728,male,group A,high school,standard,none,74,77,63
729,male,group D,some high school,standard,none,53,51,38
730,female,group D,associate's degree,free/reduced,none,37,62,58
731,male,group D,associate's degree,free/reduced,completed,63,67,75
732,male,group B,some college,free/reduced,none,70,59,55
733,female,group D,master's degree,free/reduced,none,39,68,55
734,male,group B,associate's degree,free/reduced,none,55,48,65
735,male,group D,high school,standard,none,67,66,66
736,female,group E,bachelor's degree,free/reduced,completed,91,102,104
737,female,group D,master's degree,standard,none,66,72,72
738,female,group D,associate's degree,standard,none,61,69,67
739,female,group D,some college,standard,none,86,92,86
740,male,group B,some college,standard,none,61,57,61
741,female,group B,associate's degree,free/reduced,none,57,65,67
742,male,group C,some college,standard,none,82,85,87
743,female,group C,bachelor's degree,free/reduced,none,36,64,53
744,female,group B,high school,free/reduced,none,54,62,58
745,female,group C,some college,free/reduced,none,14,41,36
746,male,group D,some college,standard,completed,64,50,69
747,male,group D,high school,free/reduced,none,67,58,52
748,female,group D,bachelor's degree,free/reduced,completed,95,100,109
749,female,group B,associate's degree,standard,none,83,81,88
750,male,group A,high school,free/reduced,completed,76,58,63
751,male,group C,some high school,free/reduced,completed,42,44,48
